Successfully imported torchao. FP8 training enabled.
/root/gptspeedrun/train_gpt2_4090_90min_3_25loss.py:306: UserWarning: The given buffer is not writable, and PyTorch does not support non-writable tensors. This means you can write to the underlying (supposedly non-writable) buffer using the tensor. You may want to copy the buffer to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at /pytorch/torch/csrc/utils/tensor_new.cpp:1581.)
  return torch.frombuffer(f.read(), dtype=torch.uint16)[256*2:]
Converting Linear layers to Float8...
Run ID: 9211f9a3-f009-4782-8130-7ce2d9db9644
Step	Loss	Time(ms)	kt/s	Window	ETA(m)
765	3.734	3330	157.4	768	54.7
766	3.422	3313	158.2	768	54.4
767	3.641	3330	157.4	768	54.6
768	3.703	3311	158.3	768	54.2
769	3.625	3319	157.9	768	54.3
770	3.703	3335	157.2	768	54.5
771	3.562	3329	157.5	768	54.4
772	3.547	3319	157.9	768	54.2
773	3.578	3310	158.4	768	54.0
774	3.531	3328	157.6	768	54.2
775	3.625	3328	157.5	768	54.1
776	3.484	3320	157.9	768	54.0
777	3.562	3332	157.3	768	54.1
778	3.625	3336	157.2	768	54.1
779	3.469	3336	157.1	768	54.0
780	3.391	3322	157.8	768	53.8
781	3.688	3330	157.5	768	53.8
782	3.328	3333	157.3	768	53.8
783	3.625	3335	157.2	768	53.8
784	3.656	3324	157.7	768	53.6
785	3.422	3324	157.7	768	53.5
786	3.484	3346	156.7	768	53.8
787	3.531	3324	157.7	768	53.4
788	3.547	3332	157.4	768	53.5
789	3.438	3338	157.1	768	53.5
790	3.297	3323	157.8	768	53.2
791	3.406	3338	157.1	768	53.4
792	3.938	3340	157.0	768	53.4
793	3.625	3329	157.5	768	53.1
794	3.594	3341	156.9	768	53.3
795	3.578	3319	158.0	768	52.9
796	3.688	3323	157.8	768	52.9
797	3.688	3333	157.3	768	53.0
798	3.500	3345	156.7	768	53.1
799	3.797	3329	157.5	768	52.8
800	3.578	3330	157.5	768	52.8
801	3.641	3327	157.6	768	52.7
802	3.422	3328	157.6	768	52.6
803	3.656	3327	157.6	768	52.6
804	3.875	3328	157.6	768	52.5
805	3.547	3317	158.1	768	52.3
806	3.688	3310	158.4	768	52.1
807	3.578	3328	157.5	768	52.4
808	3.703	3322	157.8	768	52.2
809	3.609	3319	158.0	768	52.1
810	3.516	3322	157.8	768	52.1
811	3.625	3321	157.8	768	52.0
812	3.641	3324	157.7	768	52.0
813	3.734	3334	157.2	768	52.1
814	3.719	3332	157.4	768	52.0
815	3.797	3318	158.0	768	51.8
816	3.641	3320	157.9	768	51.7
817	3.422	3332	157.4	768	51.9
818	3.328	3325	157.7	768	51.7
819	3.547	3334	157.3	768	51.8
820	3.547	3321	157.9	768	51.5
821	3.719	3327	157.6	768	51.6
822	3.594	3305	158.6	768	51.2
823	3.609	3332	157.4	768	51.5
824	3.562	3328	157.5	768	51.4
825	3.703	3344	156.8	768	51.6
826	3.578	3342	156.9	768	51.5
827	3.641	3331	157.4	768	51.3
828	3.562	3342	156.9	768	51.4
829	3.594	3353	156.4	768	51.5
830	3.453	3338	157.1	768	51.2
831	3.734	3338	157.1	768	51.2
832	3.328	3335	157.2	768	51.1
833	3.531	3314	158.2	768	50.7
834	3.656	3329	157.5	768	50.9
835	3.500	3325	157.7	768	50.8
836	3.562	3333	157.3	768	50.8
837	3.531	3336	157.2	768	50.8
838	3.562	3323	157.8	768	50.6
839	3.609	3311	158.4	768	50.3
840	3.562	3339	157.0	768	50.7
841	3.547	3327	157.6	768	50.5
842	3.438	3323	157.8	768	50.3
843	3.547	3324	157.7	768	50.3
844	3.844	3328	157.6	768	50.3
845	3.625	3324	157.7	768	50.2
846	3.641	3324	157.7	768	50.1
847	3.609	3329	157.5	768	50.2
848	3.672	3336	157.2	768	50.2
849	3.844	3330	157.4	768	50.1
850	3.578	3328	157.6	768	50.0
851	3.438	3334	157.2	768	50.0
852	3.516	3323	157.8	768	49.8
853	3.234	3336	157.2	768	49.9
854	3.500	3330	157.4	768	49.8
855	3.469	3318	158.0	768	49.6
856	3.641	3327	157.6	768	49.6
857	3.688	3317	158.1	768	49.4
858	3.672	3322	157.8	768	49.4
859	3.844	3330	157.5	768	49.5
860	3.547	3309	158.4	768	49.1
861	3.734	3340	157.0	768	49.5
862	3.641	3309	158.4	768	49.0
863	3.531	3321	157.9	768	49.1
864	3.469	3320	157.9	768	49.1
865	3.812	3320	157.9	768	49.0
866	3.641	3338	157.1	768	49.2
867	3.359	3317	158.1	768	48.9
868	3.688	3316	158.1	768	48.8
869	3.516	3319	158.0	768	48.8
870	3.469	3315	158.1	768	48.7
871	3.375	3324	157.7	768	48.8
872	3.516	3346	156.7	768	49.0
873	3.516	3339	157.0	768	48.9
874	3.281	3333	157.3	768	48.7
875	3.359	3338	157.1	768	48.7
876	3.391	3396	154.4	1024	49.5
877	3.453	3387	154.8	1024	49.3
878	3.422	3407	153.9	1024	49.6
879	3.375	3408	153.8	1024	49.5
880	3.469	3392	154.6	1024	49.2
881	3.391	3401	154.1	1024	49.3
882	3.641	3418	153.4	1024	49.5
883	3.453	3414	153.6	1024	49.4
884	3.500	3404	154.0	1024	49.2
885	3.734	3404	154.0	1024	49.1
886	3.672	3432	152.8	1024	49.5
887	3.609	3415	153.5	1024	49.2
888	3.703	3444	152.3	1024	49.5
889	3.703	3443	152.3	1024	49.5
890	3.438	3424	153.1	1024	49.1
891	3.422	3400	154.2	1024	48.7
892	3.609	3431	152.8	1024	49.1
893	3.531	3420	153.3	1024	48.9
894	3.688	3406	153.9	1024	48.6
895	3.484	3405	154.0	1024	48.6
896	3.734	3404	154.0	1024	48.5
897	4.375	3431	152.8	1024	48.8
898	3.562	3394	154.5	1024	48.2
899	3.609	3365	155.8	1024	47.8
900	3.344	3402	154.1	1024	48.3
901	3.484	3410	153.8	1024	48.3
902	3.594	3394	154.5	1024	48.0
903	3.641	3443	152.3	1024	48.7
904	3.609	3379	155.2	1024	47.7
905	3.578	3401	154.2	1024	48.0
906	3.531	3427	153.0	1024	48.3
907	3.625	3405	154.0	1024	47.9
908	3.562	3357	156.2	1024	47.2
909	3.469	3369	155.6	1024	47.3
910	3.531	3399	154.3	1024	47.6
911	3.719	3385	154.9	1024	47.4
912	3.641	3418	153.4	1024	47.8
913	3.438	3392	154.6	1024	47.4
914	3.641	3436	152.6	1024	47.9
915	3.453	3396	154.4	1024	47.3
916	3.453	3391	154.6	1024	47.2
917	3.484	3399	154.3	1024	47.2
918	3.531	3370	155.6	1024	46.8
919	3.531	3403	154.1	1024	47.2
920	3.375	3379	155.1	1024	46.8
921	3.516	3419	153.3	1024	47.3
922	3.547	3411	153.7	1024	47.1
923	3.672	3415	153.5	1024	47.1
924	3.500	3390	154.6	1024	46.7
925	3.438	3390	154.7	1024	46.7
926	3.375	3437	152.5	1024	47.3
927	3.562	3393	154.5	1024	46.6
928	3.375	3375	155.3	1024	46.3
929	3.266	3409	153.8	1024	46.7
930	3.469	3385	154.9	1024	46.3
931	3.547	3413	153.6	1024	46.6
932	3.422	3395	154.4	1024	46.3
933	3.562	3422	153.2	1024	46.7
934	3.438	3395	154.4	1024	46.2
935	3.672	3406	153.9	1024	46.3
936	3.438	3392	154.6	1024	46.1
937	3.703	3421	153.2	1024	46.4
938	3.578	3422	153.2	1024	46.4
939	3.641	3416	153.5	1024	46.2
940	3.562	3387	154.8	1024	45.8
941	3.422	3417	153.4	1024	46.1
942	3.453	3383	155.0	1024	45.6
943	3.531	3400	154.2	1024	45.8
944	3.625	3403	154.1	1024	45.8
945	3.469	3394	154.5	1024	45.6
946	3.609	3377	155.3	1024	45.3
947	3.594	3895	134.6	1024	52.2
948	3.719	3446	152.2	1024	46.1
949	3.578	3398	154.3	1024	45.4
950	3.547	3382	155.0	1024	45.2
951	3.531	3394	154.5	1024	45.3
952	3.562	3379	155.2	1024	45.0
953	3.547	3414	153.6	1024	45.4
954	3.578	3385	154.9	1024	45.0
955	3.500	3396	154.4	1024	45.1
956	3.531	3389	154.7	1024	44.9
957	3.453	3397	154.4	1024	44.9
958	3.547	3376	155.3	1024	44.6
959	3.484	3389	154.7	1024	44.7
960	3.953	3375	155.4	1024	44.5
961	3.594	3379	155.2	1024	44.5
962	3.734	3379	155.1	1024	44.4
963	3.609	3400	154.2	1024	44.7
964	3.469	3365	155.8	1024	44.1
965	3.547	3402	154.1	1024	44.6
966	3.375	3406	154.0	1024	44.6
967	3.422	3408	153.8	1024	44.5
968	3.625	3422	153.2	1024	44.7
969	3.516	3426	153.0	1024	44.7
970	3.297	3409	153.8	1024	44.4
971	3.391	3399	154.3	1024	44.2
972	3.469	3401	154.2	1024	44.2
973	3.844	3407	153.9	1024	44.2
974	3.281	3413	153.6	1024	44.2
975	3.500	3411	153.7	1024	44.1
976	3.500	3391	154.6	1024	43.8
977	3.453	3377	155.3	1024	43.6
978	3.625	3394	154.5	1024	43.7
979	3.516	3398	154.3	1024	43.7
980	3.609	3386	154.8	1024	43.5
981	3.547	3389	154.7	1024	43.5
982	3.438	3380	155.1	1024	43.3
983	3.609	3408	153.8	1024	43.6
984	3.484	3394	154.5	1024	43.4
985	3.703	3381	155.1	1024	43.2
986	3.469	3381	155.1	1024	43.1
987	3.422	3388	154.8	1024	43.1
988	3.844	3390	154.7	1024	43.1
989	3.719	3401	154.1	1024	43.2
990	3.625	3401	154.2	1024	43.1
991	3.672	3410	153.7	1024	43.2
992	3.312	3383	155.0	1024	42.8
993	3.641	3409	153.8	1024	43.1
994	3.672	3395	154.4	1024	42.8
995	3.578	3412	153.7	1024	43.0
996	3.656	3394	154.5	1024	42.7
997	3.438	3391	154.6	1024	42.6
998	3.484	3391	154.6	1024	42.6
999	3.547	3381	155.1	1024	42.4
1000	3.438	3380	155.1	1024	42.3
1001	3.438	3392	154.6	1024	42.4
1002	3.469	3405	154.0	1024	42.5
1003	3.750	3410	153.8	1024	42.5
1004	3.344	3392	154.6	1024	42.2
1005	3.484	3383	155.0	1024	42.1
1006	3.578	3366	155.8	1024	41.8
1007	3.609	3384	154.9	1024	42.0
1008	3.594	3397	154.4	1024	42.1
1009	3.547	3392	154.6	1024	42.0
1010	3.531	3417	153.4	1024	42.2
1011	3.297	3398	154.3	1024	41.9
1012	3.234	3407	153.9	1024	42.0
1013	3.422	3404	154.0	1024	41.9
1014	3.375	3398	154.3	1024	41.7
1015	3.469	3396	154.4	1024	41.7
1016	3.547	3414	153.6	1024	41.8
1017	3.469	3407	153.9	1024	41.7
1018	3.375	3398	154.3	1024	41.5
1019	3.328	3410	153.7	1024	41.6
1020	3.469	3389	154.7	1024	41.3
1021	3.344	3390	154.6	1024	41.2
1022	3.406	3400	154.2	1024	41.3
1023	3.516	3425	153.1	1024	41.6
1024	3.469	3399	154.3	1024	41.2
1025	3.531	3394	154.5	1024	41.1
1026	3.781	3415	153.5	1024	41.3
1027	3.578	3407	153.9	1024	41.1
1028	3.594	3365	155.8	1024	40.5
1029	3.609	3411	153.7	1024	41.0
1030	3.625	3403	154.1	1024	40.9
1031	3.359	3376	155.3	1024	40.5
1032	3.547	3421	153.3	1024	41.0
1033	3.469	3379	155.2	1024	40.4
1034	3.516	3387	154.8	1024	40.5
1035	3.672	3400	154.2	1024	40.6
1036	3.469	3402	154.1	1024	40.5
1037	3.438	3387	154.8	1024	40.3
1038	3.484	3350	156.5	1024	39.8
1039	3.516	3391	154.6	1024	40.2
1040	3.656	3414	153.6	1024	40.5
1041	3.609	3403	154.0	1024	40.3
1042	3.531	3415	153.5	1024	40.4
1043	3.578	3389	154.7	1024	40.0
1044	3.562	3367	155.7	1024	39.7
1045	3.625	3460	151.5	1024	40.7
1046	3.391	3415	153.5	1024	40.1
1047	3.406	3385	154.9	1024	39.7
1048	3.516	3380	155.1	1024	39.6
1049	3.578	3391	154.6	1024	39.7
1050	3.844	3392	154.6	1024	39.6
1051	3.438	3420	153.3	1024	39.9
1052	3.484	3377	155.3	1024	39.3
1053	3.500	3387	154.8	1024	39.4
1054	3.688	3385	154.9	1024	39.3
1055	3.375	3374	155.4	1024	39.1
1056	3.359	3402	154.1	1024	39.4
1057	3.281	3374	155.4	1024	39.0
1058	3.359	3431	152.8	1024	39.6
1059	3.359	3382	155.0	1024	39.0
1060	3.297	3405	154.0	1024	39.2
1061	3.484	3399	154.2	1024	39.1
1062	3.250	3401	154.2	1024	39.1
1063	3.344	3411	153.7	1024	39.1
1064	3.516	3410	153.7	1024	39.0
1065	3.359	3411	153.7	1024	39.0
1066	3.500	3415	153.5	1024	39.0
1067	3.391	3408	153.8	1024	38.9
1068	3.469	3457	151.7	1024	39.4
1069	3.500	3400	154.2	1024	38.6
1070	4.125	3433	152.7	1024	39.0
1071	4.000	3417	153.4	1024	38.7
1072	3.531	3414	153.6	1024	38.6
1073	3.484	3411	153.7	1024	38.5
1074	3.516	3372	155.5	1024	38.0
1075	3.766	3406	154.0	1024	38.4
1076	3.422	3407	153.9	1024	38.3
1077	3.516	3438	152.5	1024	38.6
1078	3.438	3405	154.0	1024	38.2
1079	3.750	3397	154.4	1024	38.0
1080	3.531	3412	153.7	1024	38.2
1081	3.578	3389	154.7	1024	37.8
1082	3.562	3406	153.9	1024	38.0
1083	3.750	3394	154.5	1024	37.8
1084	3.594	3382	155.0	1024	37.6
1085	3.594	3365	155.8	1024	37.3
1086	3.516	3386	154.8	1024	37.5
1087	3.547	3366	155.8	1024	37.2
1088	3.891	3391	154.6	1024	37.5
1089	3.562	3375	155.4	1024	37.2
1090	3.531	3414	153.6	1024	37.6
1091	3.453	3355	156.3	1024	36.9
1092	3.578	3370	155.6	1024	37.0
1093	3.703	3384	155.0	1024	37.1
1094	3.641	3380	155.1	1024	37.0
1095	3.297	3395	154.5	1024	37.1
1096	3.547	3389	154.7	1024	37.0
1097	3.531	3384	154.9	1024	36.9
1098	3.562	3370	155.6	1024	36.7
1099	3.609	3399	154.2	1024	36.9
1100	3.531	3387	154.8	1024	36.7
1101	3.500	3390	154.6	1024	36.7
1102	3.500	3408	153.8	1024	36.9
1103	3.531	3395	154.4	1024	36.7
1104	3.266	3399	154.2	1024	36.7
1105	3.438	3419	153.3	1024	36.8
1106	3.375	3406	153.9	1024	36.6
1107	3.297	3406	153.9	1024	36.6
1108	3.234	3416	153.5	1024	36.6
1109	3.375	3405	154.0	1024	36.4
1110	3.281	3399	154.2	1024	36.3
1111	3.484	3381	155.1	1024	36.1
1112	3.172	3389	154.7	1024	36.1
1113	3.328	3394	154.5	1024	36.1
1114	3.656	3417	153.5	1024	36.3
1115	3.562	3390	154.6	1024	35.9
1116	3.688	3410	153.7	1024	36.1
1117	3.391	3374	155.4	1024	35.7
1118	3.656	3389	154.7	1024	35.8
1119	3.391	3414	153.6	1024	36.0
1120	3.391	3396	154.4	1024	35.7
1121	3.562	3429	152.9	1024	36.0
1122	3.734	3394	154.5	1024	35.6
1123	3.453	3439	152.4	1024	36.0
1124	3.422	3416	153.5	1024	35.7
1125	3.547	3424	153.1	1024	35.7
1126	3.562	3406	153.9	1024	35.5
1127	3.781	3404	154.0	1024	35.4
1128	3.500	3405	154.0	1024	35.4
1129	3.562	3388	154.7	1024	35.1
1130	3.578	3407	153.9	1024	35.3
1131	3.562	3400	154.2	1024	35.1
1132	3.531	3398	154.3	1024	35.1
1133	3.562	3377	155.2	1024	34.8
1134	3.469	3371	155.5	1024	34.7
1135	3.516	3420	153.3	1024	35.1
1136	3.469	3388	154.7	1024	34.7
1137	3.422	3417	153.4	1024	35.0
1138	3.438	3388	154.8	1024	34.6
1139	3.375	3442	152.3	1024	35.1
1140	3.516	3411	153.7	1024	34.7
1141	3.422	3392	154.6	1024	34.5
1142	3.469	3379	155.2	1024	34.3
1143	3.406	3390	154.7	1024	34.3
1144	3.438	3391	154.6	1024	34.3
1145	3.531	3391	154.6	1024	34.2
1146	3.453	3414	153.6	1024	34.4
1147	3.469	3376	155.3	1024	34.0
1148	3.484	3442	152.3	1024	34.6
1149	3.391	3433	152.7	1024	34.4
1150	3.422	3382	155.0	1024	33.9
1151	3.359	3393	154.5	1024	33.9
1152	3.438	3425	153.1	1024	34.2
1153	3.547	3409	153.8	1024	34.0
1154	3.156	3409	153.8	1024	33.9
1155	3.484	3405	154.0	1024	33.8
1156	3.297	3396	154.4	1024	33.7
1157	3.484	3414	153.6	1024	33.8
1158	3.281	3401	154.2	1024	33.6
1159	3.469	3407	153.9	1024	33.6
1160	3.453	3407	153.9	1024	33.6
1161	3.453	3404	154.0	1024	33.5
1162	3.547	3408	153.8	1024	33.5
1163	3.578	3411	153.7	1024	33.4
1164	3.469	3402	154.1	1024	33.3
1165	3.453	3432	152.8	1024	33.5
1166	3.891	3404	154.0	1024	33.2
1167	3.469	3396	154.4	1024	33.1
1168	3.609	3461	151.5	1280	33.6
1169	3.375	3461	151.5	1280	33.6
1170	3.344	3428	152.9	1280	33.2
1171	3.359	3433	152.7	1280	33.2
1172	3.625	3468	151.2	1280	33.5
1173	3.469	3397	154.3	1280	32.7
1174	3.500	3492	150.1	1280	33.6
1175	3.484	3454	151.8	1280	33.2
1176	3.281	3452	151.9	1280	33.1
1177	3.594	3459	151.6	1280	33.1
1178	3.406	3416	153.5	1280	32.6
1179	3.594	3451	151.9	1280	32.9
1180	3.219	3466	151.2	1280	33.0
1181	3.500	3442	152.3	1280	32.7
1182	3.406	3458	151.6	1280	32.8
1183	3.484	3450	152.0	1280	32.7
1184	3.547	3435	152.6	1280	32.5
1185	3.594	3454	151.8	1280	32.6
1186	3.578	3448	152.1	1280	32.5
1187	3.500	3460	151.5	1280	32.5
1188	3.234	3458	151.6	1280	32.4
1189	3.484	3481	150.6	1280	32.6
1190	3.391	3459	151.6	1280	32.3
1191	3.422	3475	150.9	1280	32.4
1192	3.344	3428	153.0	1280	31.9
1193	3.469	3480	150.7	1280	32.4
1194	3.453	3455	151.7	1280	32.1
1195	3.188	3454	151.8	1280	32.0
1196	3.344	3455	151.8	1280	32.0
1197	3.297	3450	152.0	1280	31.9
1198	3.234	3458	151.6	1280	31.9
1199	3.359	3473	151.0	1280	32.0
1200	3.484	3453	151.8	1280	31.7
1201	3.422	3504	149.6	1280	32.1
1202	3.312	3426	153.0	1280	31.4
1203	3.250	3473	151.0	1280	31.7
1204	3.078	3484	150.5	1280	31.8
1205	3.281	3474	150.9	1280	31.6
1206	3.359	3457	151.7	1280	31.4
1207	3.969	3463	151.4	1280	31.4
1208	3.656	3453	151.8	1280	31.2
1209	3.516	3450	152.0	1280	31.2
1210	3.359	3460	151.5	1280	31.2
1211	3.516	3488	150.3	1280	31.4
1212	3.656	3457	151.7	1280	31.1
1213	3.562	3479	150.7	1280	31.2
1214	3.500	3431	152.8	1280	30.7
1215	3.328	3468	151.2	1280	31.0
1216	3.500	3494	150.1	1280	31.2
1217	3.422	3442	152.3	1280	30.6
1218	3.375	3458	151.6	1280	30.7
1219	3.406	3465	151.3	1280	30.7
1220	3.453	3434	152.7	1280	30.4
1221	3.531	3432	152.8	1280	30.3
1222	3.766	3477	150.8	1280	30.7
1223	3.719	3450	151.9	1280	30.4
1224	3.359	3457	151.7	1280	30.4
1225	3.516	3452	151.9	1280	30.3
1226	3.531	3451	151.9	1280	30.2
1227	3.500	3471	151.0	1280	30.3
1228	3.172	3418	153.4	1280	29.8
1229	3.391	3444	152.2	1280	30.0
1230	3.516	3433	152.7	1280	29.8
1231	3.438	3425	153.1	1280	29.7
1232	3.297	3476	150.8	1280	30.1
1233	3.500	3456	151.7	1280	29.8
1234	3.438	3477	150.8	1280	30.0
1235	3.375	3459	151.6	1280	29.7
1236	3.547	3457	151.7	1280	29.7
1237	3.453	3466	151.2	1280	29.7
1238	3.328	3496	150.0	1280	29.9
1239	3.469	3438	152.5	1280	29.3
1240	3.344	3461	151.5	1280	29.5
1241	3.188	3441	152.4	1280	29.3
1242	3.141	3456	151.7	1280	29.3
1243	3.062	3463	151.4	1280	29.3
1244	3.406	3451	151.9	1280	29.2
1245	3.203	3499	149.9	1280	29.5
1246	3.297	3441	152.4	1280	29.0
1247	3.422	3476	150.8	1280	29.2
1248	3.219	3503	149.7	1280	29.4
1249	3.500	3508	149.4	1280	29.4
1250	3.172	3446	152.1	1280	28.8
1251	3.297	3484	150.5	1280	29.0
1252	3.484	3441	152.4	1280	28.6
1253	3.719	3506	149.5	1280	29.1
1254	3.469	3505	149.6	1280	29.0
1255	3.453	3508	149.4	1280	29.0
1256	3.531	3446	152.1	1280	28.4
1257	3.234	3464	151.4	1280	28.5
1258	3.375	3513	149.3	1280	28.9
1259	3.344	3445	152.2	1280	28.3
1260	3.406	3451	151.9	1280	28.2
1261	3.344	3509	149.4	1280	28.7
1262	3.422	3435	152.6	1280	28.0
1263	3.359	3415	153.5	1280	27.8
1264	3.266	3430	152.9	1280	27.8
1265	3.422	3486	150.4	1280	28.2
1266	3.531	3468	151.2	1280	28.0
1267	3.547	3438	152.5	1280	27.7
1268	3.547	3431	152.8	1280	27.6
1269	3.469	3471	151.1	1280	27.9
1270	3.250	3449	152.0	1280	27.6
1271	3.484	3395	154.4	1280	27.2
1272	3.484	3427	153.0	1280	27.4
1273	3.562	3480	150.7	1280	27.7
1274	3.469	3439	152.4	1280	27.3
1275	3.500	3464	151.4	1280	27.5
1276	3.344	3497	149.9	1280	27.7
1277	4.062	3489	150.3	1280	27.6
1278	3.562	3439	152.4	1280	27.1
1279	3.594	3431	152.8	1280	27.0
1280	3.453	3411	153.7	1280	26.8
1281	3.453	3435	152.6	1280	26.9
1282	3.484	3484	150.5	1280	27.2
1283	3.328	3487	150.4	1280	27.2
1284	3.547	3477	150.8	1280	27.1
1285	3.281	3439	152.4	1280	26.7
1286	3.281	3464	151.3	1280	26.8
1287	3.141	3500	149.8	1280	27.1
1288	3.266	3447	152.1	1280	26.6
1289	3.109	3474	150.9	1280	26.7
1290	3.531	3423	153.2	1280	26.3
1291	3.281	3460	151.5	1280	26.5
1292	3.156	3457	151.7	1280	26.4
1293	3.172	3447	152.1	1280	26.3
1294	3.312	3525	148.7	1280	26.8
1295	3.203	3496	150.0	1280	26.6
1296	3.375	3433	152.7	1280	26.0
1297	3.219	3460	151.5	1280	26.2
1298	3.047	3472	151.0	1280	26.2
1299	3.234	3489	150.3	1280	26.3
1300	3.453	3471	151.0	1280	26.1
1301	3.438	3447	152.1	1280	25.8
1302	3.375	3489	150.3	1280	26.1
1303	3.359	3482	150.6	1280	26.0
1304	3.203	3450	151.9	1280	25.7
1305	3.391	3544	148.0	1280	26.3
1306	3.375	3516	149.1	1280	26.1
1307	3.344	3416	153.5	1280	25.3
1308	3.203	3510	149.4	1280	25.9
1309	3.547	3466	151.3	1280	25.5
1310	3.422	3460	151.5	1280	25.4
1311	3.547	3444	152.2	1280	25.3
1312	3.250	3406	153.9	1280	24.9
1313	3.516	3442	152.3	1280	25.1
1314	3.453	3440	152.4	1280	25.1
1315	3.406	3442	152.3	1280	25.0
1316	3.250	3443	152.3	1280	25.0
1317	3.516	3444	152.2	1280	24.9
1318	3.375	3425	153.1	1280	24.7
1319	3.391	3491	150.2	1280	25.1
1320	3.328	3445	152.2	1280	24.7
1321	3.500	3445	152.2	1280	24.7
1322	3.281	3400	154.2	1280	24.3
1323	3.328	3454	151.8	1280	24.6
1324	3.297	3425	153.1	1280	24.4
1325	3.359	3461	151.5	1280	24.6
1326	3.406	3470	151.1	1280	24.6
1327	3.516	3465	151.3	1280	24.5
1328	3.281	3448	152.1	1280	24.3
1329	3.562	3454	151.8	1280	24.3
1330	3.312	3456	151.7	1280	24.3
1331	3.516	3481	150.6	1280	24.4
1332	3.453	3429	152.9	1280	23.9
1333	3.219	3501	149.8	1280	24.4
1334	3.078	3461	151.5	1280	24.1
1335	3.156	3463	151.4	1280	24.0
1336	3.297	3453	151.8	1280	23.9
1337	3.188	3470	151.1	1280	23.9
1338	3.391	3432	152.7	1280	23.6
1339	3.344	3513	149.3	1280	24.1
1340	3.219	3443	152.3	1280	23.6
1341	3.328	3433	152.7	1280	23.5
1342	3.156	3457	151.7	1280	23.6
1343	2.922	3448	152.1	1280	23.4
1344	3.469	3502	149.7	1280	23.8
1345	3.359	3466	151.3	1280	23.5
1346	3.031	3471	151.1	1280	23.4
1347	3.234	3473	151.0	1280	23.4
1348	3.406	3447	152.1	1280	23.2
1349	3.359	3483	150.5	1280	23.3
1350	3.516	3445	152.2	1280	23.0
1351	3.312	3457	151.7	1280	23.0
1352	3.234	3450	152.0	1280	22.9
1353	3.453	3440	152.4	1280	22.8
1354	3.266	3467	151.2	1280	22.9
1355	3.219	3473	151.0	1280	22.9
1356	3.359	3432	152.8	1280	22.6
1357	3.172	3518	149.0	1280	23.1
1358	3.422	3415	153.5	1280	22.4
1359	3.375	3447	152.1	1280	22.5
1360	3.344	3483	150.5	1280	22.7
1361	3.391	3439	152.5	1280	22.4
1362	3.281	3433	152.7	1280	22.3
1363	3.469	3457	151.7	1280	22.4
1364	3.422	3450	152.0	1280	22.3
1365	3.453	3483	150.5	1280	22.4
1366	3.422	3488	150.3	1280	22.4
1367	3.406	3437	152.5	1280	22.0
1368	3.281	3420	153.3	1280	21.8
1369	3.297	3422	153.2	1280	21.8
1370	3.312	3481	150.6	1280	22.1
1371	3.266	3437	152.5	1280	21.8
1372	3.328	3426	153.0	1280	21.6
1373	3.375	3507	149.5	1280	22.1
1374	3.219	3477	150.8	1280	21.8
1375	3.312	3414	153.6	1280	21.4
1376	2.984	3465	151.3	1280	21.7
1377	3.453	3440	152.4	1280	21.4
1378	3.375	3430	152.9	1280	21.3
1379	3.328	3447	152.1	1280	21.4
1380	2.984	3473	151.0	1280	21.5
1381	3.062	3447	152.1	1280	21.3
1382	3.047	3461	151.5	1280	21.3
1383	3.297	3428	152.9	1280	21.0
1384	3.312	3462	151.4	1280	21.2
1385	3.094	3440	152.4	1280	21.0
1386	3.359	3449	152.0	1280	21.0
1387	3.281	3461	151.5	1280	21.0
1388	3.672	3492	150.1	1280	21.1
1389	3.219	3447	152.1	1280	20.8
1390	3.125	3502	149.7	1280	21.1
1391	3.094	3444	152.2	1280	20.7
1392	3.891	3471	151.0	1280	20.8
1393	3.391	3459	151.6	1280	20.6
1394	3.422	3468	151.2	1280	20.6
1395	3.250	3486	150.4	1280	20.7
1396	3.344	3493	150.1	1280	20.7
1397	3.422	3514	149.2	1280	20.7
1398	3.297	3436	152.6	1280	20.2
1399	3.469	3452	151.9	1280	20.3
1400	3.156	3466	151.3	1280	20.3
1401	3.422	3508	149.5	1280	20.5
1402	3.250	3474	150.9	1280	20.2
1403	3.172	3465	151.3	1280	20.1
1404	3.375	3434	152.7	1280	19.9
1405	3.172	3445	152.2	1280	19.9
1406	3.250	3426	153.0	1280	19.7
1407	3.641	3445	152.2	1280	19.8
1408	3.625	3418	153.4	1280	19.5
1409	3.344	3444	152.2	1280	19.6
1410	3.281	3429	152.9	1280	19.5
1411	3.359	3487	150.3	1280	19.8
1412	3.219	3428	152.9	1280	19.4
1413	3.328	3438	152.5	1280	19.4
1414	3.266	3422	153.2	1280	19.2
1415	3.422	3496	150.0	1280	19.6
1416	3.188	3427	153.0	1280	19.1
1417	3.266	3443	152.3	1280	19.2
1418	3.172	3422	153.2	1280	19.0
1419	3.250	3467	151.2	1280	19.2
1420	3.344	3438	152.5	1280	19.0
1421	3.406	3450	152.0	1280	19.0
1422	3.234	3447	152.1	1280	18.9
1423	3.344	3463	151.4	1280	18.9
1424	3.219	3467	151.2	1280	18.9
1425	3.297	3437	152.5	1280	18.7
1426	3.266	3470	151.1	1280	18.8
1427	3.156	3443	152.3	1280	18.6
1428	3.219	3434	152.7	1280	18.5
1429	3.234	3457	151.7	1280	18.6
1430	3.016	3464	151.3	1280	18.5
1431	3.312	3459	151.6	1280	18.5
1432	3.469	3464	151.3	1280	18.4
