Successfully imported torchao. FP8 training enabled.
/root/gptspeedrun/./train_gpt2_4090_90min_3_25loss.py:316: UserWarning: The given buffer is not writable, and PyTorch does not support non-writable tensors. This means you can write to the underlying (supposedly non-writable) buffer using the tensor. You may want to copy the buffer to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at /pytorch/torch/csrc/utils/tensor_new.cpp:1581.)
  return torch.frombuffer(f.read(), dtype=torch.uint16)[256*2:]
Converting Linear layers to Float8...
Run ID: d31b0c18-c90a-422a-be83-b262e70757f4
Step	Loss	Time(ms)	kt/s	Window	ETA(m)	Malbo Loss
530	3.547	    3267	160.5	512	66.5	3.616
531	3.500	    3277	160.0	512	66.6	3.577
532	3.656	    3271	160.3	512	66.5	3.720
533	3.719	    3263	160.7	512	66.2	3.784
534	3.594	    3263	160.7	512	66.2	3.659
535	3.531	    3265	160.6	512	66.2	3.578
536	3.656	    3276	160.1	512	66.3	3.723
537	3.516	    3259	160.9	512	65.9	3.584
538	3.875	    3274	160.1	512	66.2	3.947
539	3.516	    3271	160.3	512	66.1	3.578
540	3.703	    3268	160.4	512	66.0	3.770
541	3.516	    3264	160.6	512	65.8	3.575
542	3.453	    3269	160.4	512	65.9	3.494
543	3.375	    3272	160.2	512	65.9	3.437
544	3.469	    3270	160.3	512	65.8	3.534
545	3.500	    3267	160.5	512	65.7	3.562
546	3.672	    3275	160.1	512	65.8	3.746
547	3.531	    3269	160.4	512	65.6	3.598
548	3.375	    3278	160.0	512	65.7	3.447
549	3.391	    3277	160.0	512	65.6	3.469
550	3.562	    3274	160.1	512	65.5	3.575
551	3.250	    3281	159.8	512	65.6	3.308
552	3.469	    3278	159.9	512	65.5	3.538
553	3.484	    3276	160.0	512	65.4	3.541
554	3.453	    3273	160.2	512	65.3	3.515
555	3.406	    3269	160.4	512	65.2	3.480
556	3.375	    3274	160.1	512	65.2	3.436
557	3.344	    3276	160.1	512	65.2	3.410
558	3.406	    3272	160.2	512	65.1	3.474
559	3.531	    3270	160.3	512	65.0	3.593
560	3.641	    3279	159.9	512	65.1	3.709
561	3.453	    3273	160.2	512	64.9	3.523
562	3.656	    3268	160.4	512	64.8	3.707
563	3.625	    3276	160.1	512	64.9	3.692
564	3.672	    3277	160.0	512	64.8	3.726
565	3.750	    3271	160.3	512	64.7	3.817
566	3.875	    3272	160.2	512	64.6	3.926
567	3.453	    3273	160.2	512	64.6	3.515
568	3.578	    3268	160.4	512	64.4	3.641
569	3.672	    3273	160.2	512	64.5	3.730
570	3.641	    3270	160.3	512	64.4	3.705
571	3.484	    3265	160.6	512	64.2	3.550
572	3.531	    3263	160.7	512	64.1	3.597
573	3.578	    3264	160.6	512	64.1	3.641
574	3.359	    3272	160.2	512	64.2	3.427
575	3.734	    3274	160.1	512	64.2	3.774
576	3.469	    3274	160.1	512	64.1	3.530
577	4.094	    3262	160.7	512	63.8	4.117
578	3.609	    3262	160.7	512	63.8	3.685
579	3.453	    3268	160.4	512	63.8	3.529
580	3.281	    3269	160.4	512	63.8	3.338
581	3.438	    3263	160.7	512	63.6	3.517
582	3.562	    3271	160.3	512	63.7	3.563
583	3.562	    3269	160.4	512	63.6	3.621
584	3.516	    3266	160.6	512	63.5	3.590
585	3.422	    3363	155.9	768	65.4	3.489
586	3.656	    3337	157.1	768	64.8	3.725
587	3.297	    3343	156.8	768	64.9	3.364
588	3.359	    3348	156.6	768	64.9	3.439
589	3.438	    3352	156.4	768	64.9	3.511
590	3.531	    3357	156.2	768	65.0	3.608
591	3.234	    3350	156.5	768	64.8	3.293
592	3.672	    3348	156.6	768	64.7	3.729
593	3.453	    3359	156.1	768	64.8	3.506
594	3.375	    3365	155.8	768	64.9	3.433
595	3.453	    3372	155.5	768	65.0	3.530
596	3.344	    3354	156.3	768	64.6	3.408
597	3.484	    3359	156.1	768	64.6	3.550
598	3.297	    3366	155.8	768	64.7	3.352
599	3.359	    3358	156.1	768	64.5	3.421
600	3.188	    3373	155.4	768	64.7	3.254
601	3.594	    3375	155.3	768	64.7	3.662
602	3.328	    3359	156.1	768	64.3	3.343
603	3.391	    3369	155.6	768	64.5	3.463
604	3.406	    3366	155.8	768	64.3	3.470
605	3.781	    3361	156.0	768	64.2	3.840
606	3.578	    3359	156.1	768	64.1	3.632
607	3.562	    3360	156.0	768	64.1	3.611
608	3.484	    3357	156.2	768	63.9	3.558
609	3.844	    3349	156.6	768	63.7	3.883
610	3.453	    3368	155.7	768	64.1	3.513
611	3.547	    3345	156.7	768	63.6	3.612
612	3.719	    3383	155.0	768	64.2	3.791
613	3.734	    3357	156.2	768	63.7	3.810
614	3.328	    3352	156.4	768	63.5	3.396
615	3.547	    3374	155.4	768	63.9	3.609
616	3.438	    3363	155.9	768	63.6	3.510
617	3.406	    3366	155.8	768	63.6	3.477
618	3.578	    3388	154.7	768	64.0	3.643
619	3.531	    3347	156.6	768	63.1	3.580
620	3.594	    3353	156.4	768	63.2	3.663
621	3.516	    3368	155.7	768	63.4	3.588
622	3.391	    3360	156.0	768	63.2	3.460
623	3.484	    3341	156.9	768	62.8	3.555
624	3.547	    3360	156.0	768	63.1	3.605
625	3.547	    3362	156.0	768	63.1	3.610
626	3.641	    3392	154.6	768	63.6	3.680
627	3.703	    3367	155.7	768	63.1	3.779
628	3.391	    3358	156.1	768	62.9	3.457
629	3.547	    3355	156.3	768	62.7	3.609
630	3.531	    3348	156.6	768	62.5	3.584
631	3.562	    3340	157.0	768	62.3	3.627
632	3.344	    3336	157.1	768	62.2	3.410
633	3.547	    3370	155.6	768	62.8	3.606
634	3.438	    3348	156.6	768	62.3	3.492
635	3.406	    3351	156.5	768	62.3	3.468
636	3.953	    3375	155.3	768	62.7	3.990
637	3.453	    3365	155.8	768	62.5	3.487
638	3.391	    3351	156.4	768	62.2	3.455
639	3.422	    3383	155.0	768	62.7	3.490
640	3.266	    3352	156.4	768	62.1	3.332
641	3.422	    3368	155.7	768	62.3	3.492
642	3.297	    3365	155.8	768	62.2	3.370
643	3.422	    3365	155.8	768	62.1	3.486
644	3.547	    3362	155.9	768	62.0	3.618
645	3.578	    3368	155.7	768	62.1	3.624
646	3.828	    3370	155.6	768	62.1	3.845
647	3.344	    3358	156.1	768	61.8	3.419
648	3.562	    3371	155.6	768	62.0	3.626
649	3.391	    3354	156.3	768	61.6	3.450
650	3.344	    3357	156.2	768	61.6	3.407
651	3.266	    3350	156.5	768	61.4	3.334
652	3.281	    3366	155.8	768	61.6	3.349
653	3.438	    3382	155.0	768	61.9	3.510
654	3.453	    3349	156.6	768	61.2	3.518
655	3.578	    3379	155.2	768	61.7	3.646
656	3.625	    3363	155.9	768	61.4	3.623
657	3.469	    3358	156.1	768	61.2	3.541
658	3.375	    3365	155.8	768	61.3	3.449
659	3.516	    3367	155.7	768	61.3	3.582
660	3.266	    3351	156.4	768	60.9	3.344
661	3.250	    3359	156.1	768	61.0	3.312
662	3.531	    3363	155.9	768	61.0	3.589
663	3.438	    3369	155.6	768	61.1	3.495
664	3.438	    3354	156.3	768	60.8	3.493
665	3.672	    3354	156.3	768	60.7	3.734
666	3.375	    3381	155.0	768	61.1	3.439
667	3.500	    3374	155.4	768	61.0	3.562
668	3.391	    3350	156.5	768	60.5	3.458
669	3.250	    3342	156.9	768	60.3	3.318
670	3.516	    3353	156.4	768	60.4	3.577
671	3.703	    3367	155.7	768	60.6	3.778
672	3.438	    3363	155.9	768	60.5	3.504
673	3.812	    3365	155.8	768	60.5	3.854
674	3.531	    3364	155.9	768	60.4	3.603
675	3.609	    3352	156.4	768	60.1	3.680
676	3.359	    3359	156.1	768	60.2	3.437
677	3.516	    3353	156.4	768	60.0	3.574
678	3.484	    3350	156.5	768	59.9	3.547
679	3.453	    3363	155.9	768	60.1	3.515
680	3.562	    3349	156.5	768	59.8	3.631
681	3.328	    3365	155.8	768	60.0	3.390
682	3.547	    3376	155.3	768	60.1	3.610
683	3.484	    3362	156.0	768	59.8	3.542
684	3.500	    3358	156.2	768	59.7	3.566
685	3.500	    3361	156.0	768	59.7	3.563
686	3.469	    3353	156.4	768	59.5	3.540
687	3.578	    3362	156.0	768	59.6	3.639
688	3.531	    3351	156.4	768	59.4	3.591
689	3.344	    3362	156.0	768	59.5	3.404
690	3.312	    3361	156.0	768	59.4	3.366
691	3.359	    3368	155.7	768	59.5	3.425
692	3.406	    3372	155.5	768	59.5	3.476
693	3.422	    3359	156.1	768	59.2	3.480
694	3.344	    3371	155.5	768	59.4	3.411
695	3.344	    3356	156.2	768	59.1	3.406
696	3.156	    3374	155.4	768	59.3	3.217
697	3.266	    3362	156.0	768	59.1	3.334
698	3.438	    3365	155.8	768	59.0	3.496
699	3.500	    3369	155.6	768	59.1	3.572
700	3.625	    3355	156.3	768	58.8	3.697
701	3.547	    3366	155.8	768	58.9	3.619
702	3.625	    3370	155.6	768	58.9	3.700
703	3.453	    3388	154.7	768	59.2	3.516
704	4.656	    3361	156.0	768	58.7	4.712
705	3.500	    3393	154.5	768	59.1	3.573
706	3.531	    3385	154.9	768	59.0	3.589
707	3.500	    3363	155.9	768	58.5	3.561
708	3.484	    3379	155.2	768	58.7	3.543
709	3.469	    3388	154.8	768	58.8	3.541
710	3.391	    3368	155.7	768	58.4	3.463
711	3.688	    3358	156.1	768	58.2	3.756
712	3.594	    3355	156.3	768	58.1	3.652
713	3.453	    3343	156.8	768	57.8	3.508
714	2.984	    3374	155.4	768	58.3	3.062
715	3.266	    3353	156.4	768	57.9	3.330
716	3.438	    3347	156.6	768	57.7	3.503
717	3.359	    3358	156.1	768	57.9	3.402
718	3.125	    3352	156.4	768	57.7	3.196
719	3.516	    3361	156.0	768	57.8	3.585
720	3.516	    3348	156.6	768	57.5	3.581
721	3.406	    3368	155.7	768	57.8	3.475
722	3.484	    3347	156.6	768	57.4	3.552
723	3.391	    3348	156.6	768	57.4	3.458
724	3.312	    3365	155.8	768	57.6	3.381
725	3.406	    3368	155.6	768	57.6	3.481
726	3.297	    3364	155.9	768	57.5	3.354
727	3.547	    3376	155.3	768	57.6	3.614
728	3.266	    3372	155.5	768	57.5	3.336
729	3.453	    3349	156.5	768	57.1	3.514
730	3.422	    3357	156.2	768	57.1	3.465
731	3.422	    3351	156.5	768	57.0	3.479
732	3.344	    3341	156.9	768	56.7	3.410
733	3.078	    3352	156.4	768	56.9	3.150
734	3.312	    3361	156.0	768	57.0	3.382
735	3.328	    3360	156.0	768	56.9	3.389
736	3.359	    3370	155.6	768	57.0	3.416
737	3.406	    3362	155.9	768	56.8	3.470
738	3.422	    3358	156.2	768	56.7	3.487
739	3.344	    3368	155.7	768	56.8	3.399
740	3.391	    3347	156.6	768	56.4	3.452
741	3.344	    3363	155.9	768	56.6	3.423
742	3.266	    3356	156.2	768	56.4	3.322
743	3.219	    3359	156.1	768	56.4	3.276
744	3.312	    3386	154.8	768	56.8	3.387
745	3.422	    3360	156.0	768	56.3	3.490
746	3.250	    3359	156.1	768	56.3	3.319
747	3.219	    3369	155.6	768	56.4	3.263
748	3.438	    3349	156.6	768	56.0	3.509
749	3.328	    3361	156.0	768	56.1	3.394
750	3.219	    3355	156.3	768	56.0	3.291
751	3.484	    3369	155.6	768	56.1	3.557
752	3.422	    3377	155.3	768	56.2	3.476
753	3.547	    3361	156.0	768	55.9	3.612
754	3.297	    3368	155.7	768	56.0	3.364
755	3.609	    3359	156.1	768	55.8	3.673
756	3.344	    3372	155.5	768	55.9	3.417
757	3.656	    3372	155.5	768	55.9	3.726
758	3.219	    3356	156.2	768	55.5	3.286
759	3.344	    3343	156.8	768	55.3	3.402
760	3.781	    3371	155.5	768	55.7	3.410
761	3.375	    3359	156.1	768	55.4	3.446
762	3.297	    3346	156.7	768	55.2	3.372
763	3.547	    3354	156.3	768	55.2	3.608
764	3.203	    3362	156.0	768	55.3	3.264
765	3.531	    3366	155.8	768	55.3	3.596
766	3.234	    3349	156.6	768	55.0	3.299
767	3.438	    3366	155.7	768	55.2	3.498
768	3.484	    3349	156.6	768	54.9	3.548
769	3.422	    3355	156.3	768	54.9	3.490
770	3.516	    3368	155.7	768	55.1	3.585
771	3.375	    3367	155.7	768	55.0	3.453
772	3.359	    3355	156.3	768	54.7	3.427
773	3.391	    3344	156.8	768	54.5	3.446
774	3.328	    3361	156.0	768	54.7	3.398
775	3.438	    3364	155.8	768	54.7	3.508
776	3.312	    3354	156.3	768	54.5	3.371
777	3.375	    3367	155.7	768	54.7	3.434
778	3.438	    3367	155.7	768	54.6	3.503
779	3.297	    3370	155.6	768	54.6	3.351
780	3.203	    3356	156.2	768	54.3	3.265
781	3.484	    3364	155.9	768	54.4	3.545
782	3.141	    3364	155.8	768	54.3	3.217
783	3.422	    3367	155.7	768	54.3	3.487
784	3.469	    3352	156.4	768	54.0	3.538
785	3.250	    3356	156.2	768	54.0	3.303
786	3.312	    3381	155.1	768	54.4	3.370
787	3.344	    3358	156.1	768	54.0	3.407
788	3.359	    3361	156.0	768	53.9	3.434
789	3.250	    3365	155.8	768	54.0	3.318
790	3.094	    3357	156.2	768	53.8	3.140
791	3.234	    3373	155.4	768	54.0	3.292
792	3.719	    3372	155.5	768	53.9	3.795
793	3.453	    3363	155.9	768	53.7	3.512
794	3.453	    3373	155.4	768	53.8	3.446
795	3.391	    3350	156.5	768	53.4	3.454
796	3.453	    3354	156.3	768	53.4	3.518
797	3.484	    3361	156.0	768	53.4	3.565
798	3.297	    3373	155.4	768	53.6	3.371
799	3.609	    3361	156.0	768	53.3	3.671
800	3.391	    3363	155.9	768	53.3	3.447
801	3.438	    3361	156.0	768	53.2	3.502
802	3.250	    3356	156.2	768	53.1	3.270
803	3.453	    3359	156.1	768	53.1	3.523
804	3.688	    3357	156.2	768	53.0	3.744
805	3.359	    3347	156.6	768	52.8	3.421
806	3.500	    3348	156.6	768	52.7	3.570
807	3.453	    3363	155.9	768	52.9	3.451
808	3.516	    3353	156.4	768	52.7	3.571
809	3.406	    3354	156.3	768	52.7	3.478
810	3.344	    3356	156.2	768	52.6	3.402
811	3.406	    3359	156.1	768	52.6	3.477
812	3.453	    3361	156.0	768	52.6	3.523
813	3.516	    3371	155.5	768	52.7	3.583
814	3.516	    3363	155.9	768	52.5	3.585
815	3.625	    3353	156.3	768	52.3	3.670
816	3.438	    3349	156.5	768	52.2	3.502
817	3.250	    3365	155.8	768	52.4	3.305
818	3.156	    3362	156.0	768	52.3	3.228
819	3.328	    3367	155.7	768	52.3	3.397
820	3.344	    3356	156.2	768	52.1	3.408
821	3.531	    3361	156.0	768	52.1	3.595
822	3.391	    3339	157.0	768	51.7	3.459
823	3.422	    3365	155.8	768	52.1	3.489
824	3.375	    3358	156.1	768	51.9	3.441
825	3.531	    3376	155.3	768	52.1	3.578
826	3.391	    3375	155.3	768	52.0	3.452
827	3.453	    3364	155.9	768	51.8	3.517
828	3.391	    3374	155.4	768	51.9	3.447
829	3.422	    3379	155.1	768	51.9	3.484
830	3.312	    3368	155.7	768	51.7	3.307
831	3.547	    3367	155.7	768	51.6	3.613
832	3.141	    3367	155.7	768	51.6	3.205
833	3.344	    3348	156.6	768	51.2	3.408
834	3.500	    3361	156.0	768	51.4	3.532
835	3.312	    3358	156.1	768	51.3	3.385
836	3.547	    3361	156.0	768	51.3	3.426
837	3.312	    3369	155.6	768	51.3	3.387
838	3.375	    3355	156.3	768	51.1	3.436
839	3.422	    3342	156.9	768	50.8	3.481
840	3.359	    3370	155.6	768	51.2	3.418
841	3.375	    3364	155.9	768	51.0	3.429
842	3.234	    3356	156.2	768	50.8	3.301
843	3.344	    3357	156.2	768	50.8	3.412
844	3.641	    3359	156.1	768	50.8	3.717
845	3.422	    3362	155.9	768	50.8	3.486
846	3.438	    3356	156.2	768	50.6	3.499
847	3.422	    3361	156.0	768	50.6	3.488
848	3.469	    3368	155.6	768	50.7	3.535
849	3.656	    3359	156.1	768	50.5	3.722
850	3.391	    3360	156.1	768	50.5	3.461
851	3.266	    3364	155.8	768	50.5	3.331
852	3.344	    3353	156.4	768	50.2	3.409
853	3.109	    3369	155.6	768	50.4	3.158
854	3.312	    3364	155.8	768	50.3	3.372
855	3.281	    3352	156.4	768	50.1	3.342
856	3.438	    3357	156.2	768	50.1	3.508
857	3.500	    3353	156.4	768	50.0	3.554
858	3.484	    3352	156.4	768	49.9	3.554
859	3.688	    3361	156.0	768	50.0	3.761
860	3.375	    3342	156.9	768	49.6	3.442
861	3.547	    3372	155.5	768	50.0	3.614
862	3.453	    3339	157.0	768	49.5	3.513
863	3.344	    3354	156.3	768	49.6	3.416
864	3.297	    3356	156.2	768	49.6	3.353
865	3.625	    3352	156.4	768	49.5	3.678
866	3.453	    3373	155.4	768	49.8	3.516
867	3.203	    3350	156.5	768	49.4	3.266
868	3.500	    3348	156.6	768	49.3	3.566
869	3.344	    3352	156.4	768	49.3	3.412
870	3.297	    3352	156.4	768	49.2	3.357
871	3.172	    3357	156.2	768	49.2	3.243
872	3.344	    3380	155.1	768	49.5	3.392
873	3.344	    3370	155.6	768	49.3	3.387
874	3.141	    3368	155.7	768	49.2	3.156
875	3.172	    3372	155.5	768	49.2	3.235
876	3.203	    3429	152.9	1024	50.0	3.271
877	3.281	    3420	153.3	1024	49.8	3.343
878	3.234	    3440	152.4	1024	50.0	3.305
879	3.188	    3437	152.5	1024	49.9	3.264
880	3.281	    3425	153.1	1024	49.7	3.347
881	3.312	    3431	152.8	1024	49.7	3.225
882	3.453	    3447	152.1	1024	49.9	3.508
883	3.266	    3445	152.2	1024	49.8	3.335
884	3.328	    3436	152.6	1024	49.7	3.385
885	3.547	    3432	152.8	1024	49.5	3.614
886	3.484	    3462	151.4	1024	49.9	3.547
887	3.438	    3447	152.1	1024	49.6	3.502
888	3.516	    3477	150.8	1024	50.0	3.582
889	3.516	    3476	150.8	1024	49.9	3.579
890	3.266	    3458	151.6	1024	49.6	3.336
891	3.219	    3430	152.9	1024	49.2	3.287
892	3.422	    3465	151.3	1024	49.6	3.481
893	3.359	    3451	151.9	1024	49.3	3.426
894	3.500	    3436	152.6	1024	49.1	3.574
895	3.281	    3436	152.6	1024	49.0	3.344
896	3.562	    3436	152.6	1024	49.0	3.628
897	4.156	    3462	151.4	1024	49.3	4.221
898	3.375	    3425	153.1	1024	48.7	3.437
899	3.422	    3398	154.3	1024	48.2	3.495
900	3.156	    3434	152.7	1024	48.7	3.230
901	3.297	    3444	152.2	1024	48.8	3.366
902	3.422	    3428	153.0	1024	48.5	3.479
903	3.453	    3476	150.9	1024	49.1	3.525
904	3.422	    3410	153.8	1024	48.1	3.488
905	3.391	    3435	152.6	1024	48.4	3.465
906	3.359	    3460	151.5	1024	48.7	3.425
907	3.438	    3438	152.5	1024	48.4	3.507
908	3.375	    3392	154.6	1024	47.7	3.448
909	3.312	    3398	154.3	1024	47.7	3.355
910	3.359	    3430	152.9	1024	48.1	3.415
911	3.531	    3416	153.5	1024	47.8	3.597
912	3.453	    3453	151.8	1024	48.3	3.524
913	3.266	    3424	153.1	1024	47.8	3.328
914	3.453	    3473	151.0	1024	48.4	3.508
915	3.281	    3427	153.0	1024	47.8	3.345
916	3.281	    3424	153.1	1024	47.7	3.335
917	3.281	    3431	152.8	1024	47.7	3.357
918	3.359	    3407	153.9	1024	47.3	3.437
919	3.375	    3435	152.6	1024	47.6	3.439
920	3.188	    3413	153.6	1024	47.3	3.247
921	3.344	    3455	151.8	1024	47.8	3.405
922	3.359	    3448	152.1	1024	47.6	3.419
923	3.484	    3450	152.0	1024	47.6	3.559
924	3.328	    3424	153.1	1024	47.2	3.400
925	3.250	    3424	153.1	1024	47.1	3.304
926	3.188	    3470	151.1	1024	47.7	3.260
927	3.391	    3426	153.0	1024	47.0	3.442
928	3.203	    3410	153.7	1024	46.8	3.277
929	3.094	    3439	152.5	1024	47.1	3.166
930	3.297	    3418	153.4	1024	46.8	3.354
931	3.375	    3444	152.2	1024	47.1	3.437
932	3.219	    3429	152.9	1024	46.8	3.292
933	3.359	    3452	151.9	1024	47.1	3.418
934	3.266	    3430	152.9	1024	46.7	3.334
935	3.484	    3444	152.2	1024	46.8	3.554
936	3.266	    3423	153.2	1024	46.5	3.330
937	3.500	    3455	151.8	1024	46.9	3.579
938	3.375	    3458	151.6	1024	46.9	3.443
939	3.453	    3448	152.0	1024	46.7	3.514
940	3.375	    3421	153.3	1024	46.2	3.442
941	3.234	    3450	151.9	1024	46.6	3.308
942	3.281	    3417	153.4	1024	46.1	3.345
943	3.375	    3432	152.8	1024	46.2	3.411
944	3.438	    3439	152.4	1024	46.3	3.501
945	3.297	    3426	153.0	1024	46.0	3.360
946	3.406	    3415	153.5	1024	45.8	3.464
947	3.391	    3443	152.3	1024	46.1	3.455
948	3.547	    3480	150.7	1024	46.6	3.615
949	3.391	    3434	152.7	1024	45.9	3.443
950	3.359	    3415	153.5	1024	45.6	3.423
951	3.344	    3429	152.9	1024	45.7	3.407
952	3.375	    3414	153.6	1024	45.5	3.449
953	3.344	    3448	152.1	1024	45.9	3.417
954	3.406	    3416	153.5	1024	45.4	3.458
955	3.312	    3432	152.7	1024	45.5	3.377
956	3.344	    3420	153.3	1024	45.3	3.414
957	3.297	    3432	152.8	1024	45.4	3.363
958	3.375	    3408	153.8	1024	45.0	3.440
959	3.297	    3422	153.2	1024	45.2	3.365
960	3.828	    3411	153.7	1024	45.0	3.847
961	3.516	    3412	153.6	1024	44.9	3.493
962	3.547	    3417	153.4	1024	44.9	3.609
963	3.422	    3432	152.8	1024	45.1	3.483
964	3.297	    3400	154.2	1024	44.6	3.360
965	3.359	    3438	152.5	1024	45.0	3.428
966	3.203	    3435	152.6	1024	44.9	3.248
967	3.531	    3440	152.4	1024	44.9	3.304
968	3.438	    3454	151.8	1024	45.1	3.492
969	3.359	    3460	151.5	1024	45.1	3.406
970	3.141	    3439	152.5	1024	44.8	3.197
971	3.219	    3435	152.6	1024	44.7	3.280
972	3.297	    3432	152.8	1024	44.6	3.349
973	3.672	    3440	152.4	1024	44.6	3.739
974	3.109	    3446	152.2	1024	44.6	3.157
975	3.297	    3442	152.3	1024	44.5	3.355
976	3.328	    3422	153.2	1024	44.2	3.397
977	3.281	    3410	153.7	1024	44.0	3.347
978	3.438	    3427	153.0	1024	44.1	3.507
979	3.328	    3431	152.8	1024	44.1	3.392
980	3.438	    3418	153.4	1024	43.9	3.497
981	3.344	    3426	153.0	1024	44.0	3.397
982	3.266	    3415	153.5	1024	43.8	3.335
983	3.422	    3441	152.3	1024	44.1	3.483
984	3.297	    3427	153.0	1024	43.8	3.363
985	3.516	    3413	153.6	1024	43.6	3.578
986	3.281	    3417	153.4	1024	43.6	3.345
987	3.234	    3420	153.3	1024	43.5	3.311
988	3.656	    3423	153.2	1024	43.5	3.724
989	3.531	    3434	152.7	1024	43.6	3.606
990	3.453	    3435	152.6	1024	43.6	3.522
991	3.484	    3439	152.5	1024	43.6	3.551
992	3.141	    3415	153.5	1024	43.2	3.213
993	3.469	    3441	152.3	1024	43.5	3.531
994	3.484	    3424	153.1	1024	43.2	3.537
995	3.422	    3442	152.3	1024	43.4	3.487
996	3.469	    3426	153.0	1024	43.1	3.542
997	3.266	    3423	153.2	1024	43.0	3.336
998	3.297	    3423	153.2	1024	43.0	3.354
999	3.391	    3413	153.6	1024	42.8	3.443
1000	3.234	    3414	153.6	1024	42.7	3.292
1001	3.266	    3426	153.0	1024	42.8	3.327
1002	3.312	    3442	152.3	1024	43.0	3.374
1003	3.578	    3444	152.2	1024	42.9	3.635
1004	3.188	    3421	153.3	1024	42.6	3.249
1005	3.312	    3418	153.4	1024	42.5	3.383
1006	3.422	    3400	154.2	1024	42.2	3.485
1007	3.438	    3418	153.4	1024	42.4	3.494
1008	3.438	    3426	153.0	1024	42.4	3.504
1009	3.359	    3424	153.1	1024	42.3	3.426
1010	3.375	    3449	152.0	1024	42.6	3.430
1011	3.125	    3432	152.8	1024	42.3	3.184
1012	3.062	    3438	152.5	1024	42.3	3.128
1013	3.250	    3433	152.7	1024	42.2	3.309
1014	3.188	    3431	152.8	1024	42.1	3.261
1015	3.297	    3431	152.8	1024	42.1	3.356
1016	3.375	    3446	152.1	1024	42.2	3.427
1017	3.312	    3440	152.4	1024	42.1	3.359
1018	3.188	    3430	152.9	1024	41.9	3.266
1019	3.172	    3439	152.5	1024	42.0	3.235
1020	3.312	    3419	153.3	1024	41.7	3.376
1021	3.172	    3423	153.2	1024	41.6	3.230
1022	3.234	    3432	152.8	1024	41.7	3.303
1023	3.328	    3456	151.7	1024	41.9	3.388
1024	3.297	    3430	152.9	1024	41.6	3.362
1025	3.359	    3426	153.1	1024	41.4	3.430
1026	3.594	    3448	152.1	1024	41.7	3.661
1027	3.406	    3442	152.3	1024	41.5	3.471
1028	3.406	    3399	154.2	1024	41.0	3.483
1029	3.422	    3446	152.1	1024	41.5	3.498
1030	3.438	    3433	152.7	1024	41.2	3.503
1031	3.188	    3408	153.8	1024	40.9	3.252
1032	3.375	    3449	152.0	1024	41.3	3.438
1033	3.297	    3410	153.7	1024	40.8	3.361
1034	3.344	    3421	153.3	1024	40.9	3.406
1035	3.516	    3423	153.2	1024	40.9	3.548
1036	3.297	    3434	152.7	1024	40.9	3.359
1037	3.312	    3418	153.4	1024	40.7	3.319
1038	3.312	    3384	154.9	1024	40.2	3.370
1039	3.344	    3419	153.4	1024	40.6	3.405
1040	3.469	    3447	152.1	1024	40.9	3.535
1041	3.453	    3436	152.6	1024	40.7	3.513
1042	3.359	    3451	151.9	1024	40.8	3.428
1043	3.391	    3422	153.2	1024	40.4	3.459
1044	3.391	    3400	154.2	1024	40.1	3.448
1045	3.438	    3495	150.0	1024	41.1	3.507
1046	3.219	    3453	151.9	1024	40.6	3.286
1047	3.234	    3415	153.5	1024	40.1	3.302
1048	3.344	    3412	153.7	1024	40.0	3.408
1049	3.391	    3423	153.2	1024	40.1	3.460
1050	3.688	    3426	153.0	1024	40.0	3.759
1051	3.250	    3450	151.9	1024	40.3	3.322
1052	3.359	    3411	153.7	1024	39.7	3.367
1053	3.344	    3419	153.3	1024	39.8	3.367
1054	3.516	    3416	153.5	1024	39.7	3.568
1055	3.203	    3406	153.9	1024	39.5	3.263
1056	3.188	    3437	152.5	1024	39.8	3.256
1057	3.109	    3408	153.8	1024	39.4	3.188
1058	3.203	    3464	151.4	1024	40.0	3.259
1059	3.234	    3413	153.6	1024	39.4	3.272
1060	3.125	    3437	152.5	1024	39.6	3.183
1061	3.312	    3432	152.8	1024	39.5	3.374
1062	3.078	    3430	152.9	1024	39.4	3.152
1063	3.156	    3442	152.3	1024	39.5	3.229
1064	3.344	    3442	152.3	1024	39.4	3.399
1065	3.172	    3441	152.4	1024	39.3	3.239
1066	3.328	    3443	152.3	1024	39.3	3.401
1067	3.250	    3442	152.3	1024	39.2	3.308
1068	3.297	    3488	150.3	1024	39.7	3.367
1069	3.328	    3431	152.8	1024	39.0	3.392
1070	3.953	    3464	151.4	1024	39.3	3.998
1071	3.812	    3449	152.0	1024	39.1	3.878
1072	3.359	    3446	152.1	1024	39.0	3.420
1073	3.312	    3442	152.3	1024	38.9	3.377
1074	3.344	    3404	154.0	1024	38.4	3.398
1075	3.578	    3436	152.6	1024	38.7	3.643
1076	3.250	    3437	152.5	1024	38.7	3.318
1077	3.453	    3468	151.2	1024	39.0	3.391
1078	3.266	    3438	152.5	1024	38.6	3.335
1079	3.578	    3430	152.9	1024	38.4	3.649
1080	3.359	    3444	152.2	1024	38.5	3.431
1081	3.406	    3420	153.3	1024	38.2	3.473
1082	3.391	    3440	152.4	1024	38.4	3.461
1083	3.578	    3427	153.0	1024	38.2	3.617
1084	3.406	    3413	153.6	1024	37.9	3.485
1085	3.422	    3399	154.2	1024	37.7	3.482
1086	3.328	    3417	153.4	1024	37.9	3.391
